Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
20,Karl Worner,Fremantle,Gen. Defender,13.0,6.0,7.0,0.46,0.54,3.0,0.0,3.0,-0.74,-1.78,1.04,-1.09
20,Luke Jackson,Fremantle,Ruck,21.0,7.0,14.0,0.33,0.67,5.0,1.0,4.0,3.24,-0.29,3.52,1.57
20,Luke Ryan,Fremantle,Gen. Defender,15.0,10.0,5.0,0.67,0.33,4.0,0.0,0.0,-5.75,-6.0,0.25,-2.08
20,Michael Frederick,Fremantle,Gen. Forward,10.0,8.0,2.0,0.8,0.2,3.0,4.0,3.0,-1.33,0.62,-1.96,-0.38
20,Murphy Reid,Fremantle,Gen. Forward,23.0,11.0,12.0,0.48,0.52,4.0,1.0,3.0,8.54,3.17,5.38,1.96
20,Nathan O'Driscoll,Fremantle,Midfielder,8.0,5.0,3.0,0.62,0.38,2.0,0.0,2.0,-7.86,-3.71,-4.14,-1.0
20,Neil Erasmus,Fremantle,Midfielder,,,,,,,,,,,,
20,Oscar McDonald,Fremantle,Key Defender,5.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,-4.43,-2.0,-2.43,-1.57
20,Patrick Voss,Fremantle,Key Forward,9.0,8.0,1.0,0.89,0.11,6.0,3.0,0.0,-0.7,1.7,-2.4,2.75
20,Sam Switkowski,Fremantle,Gen. Forward,18.0,9.0,9.0,0.5,0.5,2.0,1.0,2.0,5.06,3.35,1.71,-0.53
20,Sean Darcy,Fremantle,Ruck,11.0,6.0,5.0,0.55,0.45,1.0,0.0,2.0,1.18,1.12,0.06,-0.47
20,Shai Bolton,Fremantle,Mid-Forward,25.0,14.0,11.0,0.56,0.44,4.0,1.0,1.0,7.09,4.17,2.91,1.17
21,Andrew Brayshaw,Fremantle,Midfielder,23.0,12.0,11.0,0.52,0.48,4.0,0.0,8.0,-3.96,-0.17,-3.79,1.08
21,Bailey Banfield,Fremantle,Gen. Defender,16.0,11.0,5.0,0.69,0.31,4.0,0.0,2.0,2.76,2.81,-0.05,0.81
21,Brennan Cox,Fremantle,Key Defender,9.0,7.0,2.0,0.78,0.22,4.0,0.0,2.0,-1.54,0.42,-1.96,-0.75
21,Caleb Serong,Fremantle,Midfielder,19.0,10.0,9.0,0.53,0.47,0.0,0.0,6.0,-8.38,-3.79,-4.58,-1.71
21,Hayden Young,Fremantle,Midfielder,,,,,,,,,,,,
21,Heath Chapman,Fremantle,Gen. Defender,8.0,6.0,2.0,0.75,0.25,4.0,0.0,3.0,-4.83,-2.3,-2.52,-0.35
21,Isaiah Dudley,Fremantle,Gen. Forward,8.0,2.0,6.0,0.25,0.75,0.0,2.0,1.0,0.94,-2.62,3.56,-2.06
21,Jaeger O'Meara,Fremantle,Midfielder,15.0,9.0,6.0,0.6,0.4,2.0,0.0,7.0,-2.36,1.43,-3.79,-0.57
21,Jordan Clark,Fremantle,Gen. Defender,30.0,21.0,9.0,0.7,0.3,1.0,0.0,4.0,5.88,5.12,0.75,-3.75
21,Josh Treacy,Fremantle,Key Forward,13.0,10.0,3.0,0.77,0.23,5.0,3.0,1.0,1.5,2.25,-0.75,0.0
21,Jye Amiss,Fremantle,Key Forward,8.0,7.0,1.0,0.88,0.12,5.0,3.0,0.0,0.88,2.29,-1.42,1.58
21,Karl Worner,Fremantle,Gen. Defender,15.0,10.0,5.0,0.67,0.33,3.0,0.0,9.0,1.26,2.22,-0.96,-1.09
